property_id,amenity_name,amenity_type,included_in_rent,additional_cost
127,Study Room,Luxury,False,0
127,Driver's Room,Basic,False,3281
127,Maid's Room,Premium,True,692
127,Built-in Wardrobes,Basic,False,0
128,Concierge,Premium,True,0
128,Built-in Wardrobes,Basic,False,3763
128,Swimming Pool,Basic,False,0
128,Security,Luxury,False,4791
128,Modern Kitchen,Premium,False,0
128,Children's Playground,Luxury,True,0
128,BBQ Area,Basic,False,0
129,Balcony,Premium,True,0
129,Furnished,Premium,False,2363
129,Spa,Luxury,True,0
129,24/7 Maintenance,Premium,False,4912
129,Terrace,Premium,False,2606
129,Modern Kitchen,Basic,True,491
130,Central AC,Luxury,True,0
130,Walk-in Closet,Basic,False,4136
130,Security,Basic,False,0
130,Furnished,Premium,True,482
130,Driver's Room,Premium,True,4285
130,Spa,Luxury,True,1774
130,Garden,Basic,True,0
131,BBQ Area,Premium,False,4405
131,Terrace,Luxury,False,2839
131,Walk-in Closet,Basic,False,4992
131,Maid's Room,Luxury,True,1463
131,Balcony,Basic,False,0
131,Gym,Luxury,True,0
131,Furnished,Basic,False,0
131,Driver's Room,Basic,False,0
132,Study Room,Luxury,True,2048
132,Children's Playground,Premium,False,0
132,Maid's Room,Premium,False,0
132,Furnished,Luxury,True,0
132,24/7 Maintenance,Basic,False,3167
133,Parking,Basic,True,0
133,Spa,Luxury,False,0
133,Concierge,Premium,False,804
133,Gym,Basic,False,567
134,Parking,Luxury,True,0
134,Pet Friendly,Premium,True,3386
134,Walk-in Closet,Premium,True,3722
134,Gym,Premium,False,847
134,Basketball Court,Luxury,True,0
134,Children's Playground,Basic,True,4738
134,Spa,Premium,False,3032
134,24/7 Maintenance,Premium,True,0
135,Study Room,Basic,True,0
135,Central AC,Luxury,True,486
135,Driver's Room,Luxury,True,1152
135,Children's Playground,Basic,False,3316
135,BBQ Area,Luxury,False,0
136,Parking,Basic,False,4745
136,Children's Playground,Basic,False,2926
136,Basketball Court,Premium,True,3794
137,Pet Friendly,Premium,False,0
137,Furnished,Luxury,False,316
137,Built-in Wardrobes,Basic,False,1047
137,24/7 Maintenance,Basic,True,4372
137,Central AC,Basic,True,4141
137,Parking,Luxury,False,0
137,Study Room,Premium,False,1431
138,Basketball Court,Premium,True,0
138,Walk-in Closet,Premium,True,0
138,Study Room,Luxury,True,1867
138,Concierge,Basic,True,66
138,Driver's Room,Basic,True,4987
138,Gym,Basic,True,0
139,Central AC,Premium,True,4140
139,Balcony,Luxury,False,2331
139,24/7 Maintenance,Basic,True,0
139,Spa,Luxury,False,588
139,Built-in Wardrobes,Luxury,True,0
139,Children's Playground,Basic,True,2767
139,Security,Premium,False,0
140,Terrace,Basic,False,0
140,Gym,Premium,True,2916
140,Modern Kitchen,Luxury,False,0
140,Parking,Premium,False,3728
140,Spa,Luxury,True,0
140,Garden,Basic,True,2071
140,Children's Playground,Premium,True,4404
140,Study Room,Basic,False,0
141,Pet Friendly,Luxury,False,0
141,Swimming Pool,Luxury,False,0
141,Terrace,Premium,False,0
141,Study Room,Basic,False,2208
141,Furnished,Premium,True,0
141,BBQ Area,Basic,True,0
141,Basketball Court,Premium,False,0
142,Driver's Room,Luxury,False,2116
142,Security,Premium,False,0
142,Gym,Premium,True,4833
142,Balcony,Basic,True,1846
142,Study Room,Basic,True,0
143,Study Room,Basic,True,0
143,Terrace,Premium,False,0
143,Tennis Court,Luxury,True,0
143,Modern Kitchen,Basic,False,0
144,Built-in Wardrobes,Luxury,False,0
144,Walk-in Closet,Basic,True,4972
144,Tennis Court,Premium,True,3035
144,Pet Friendly,Premium,False,0
144,Spa,Basic,True,1916
144,Basketball Court,Luxury,True,0
145,Basketball Court,Basic,True,1122
145,Gym,Basic,False,0
145,Swimming Pool,Luxury,True,994
145,Furnished,Luxury,False,2505
145,Maid's Room,Basic,False,0
146,Pet Friendly,Premium,False,0
146,Furnished,Luxury,True,0
146,Maid's Room,Premium,True,763
146,Study Room,Basic,True,3
146,24/7 Maintenance,Basic,True,0
146,Walk-in Closet,Luxury,False,0
146,Central AC,Premium,True,0
147,Children's Playground,Luxury,False,1926
147,Spa,Premium,False,0
147,BBQ Area,Luxury,True,1394
148,Study Room,Basic,True,0
148,Security,Luxury,True,942
148,Concierge,Premium,True,4505
148,Maid's Room,Luxury,False,4353
148,BBQ Area,Basic,False,4133
148,Gym,Basic,True,0
148,Tennis Court,Premium,True,0
149,BBQ Area,Basic,False,0
149,Gym,Premium,True,4796
149,Driver's Room,Basic,False,0
149,Basketball Court,Premium,False,0
149,Garden,Luxury,False,0
150,Basketball Court,Luxury,False,4576
150,Study Room,Luxury,True,4518
150,Driver's Room,Premium,True,438
150,Central AC,Basic,True,2075
150,Balcony,Basic,True,0
150,BBQ Area,Luxury,False,3732
151,Terrace,Luxury,False,3569
151,BBQ Area,Premium,True,1807
151,Spa,Premium,False,0
151,Security,Premium,True,9
152,Pet Friendly,Premium,False,0
152,Children's Playground,Premium,False,1716
152,Balcony,Basic,False,2196
152,Basketball Court,Luxury,False,2506
152,Driver's Room,Premium,False,0
152,BBQ Area,Basic,True,4032
152,Gym,Basic,False,0
153,Basketball Court,Basic,False,0
153,Security,Premium,False,0
153,Spa,Premium,True,2695
153,Pet Friendly,Luxury,True,3355
153,Terrace,Premium,True,0
154,Parking,Basic,True,2046
154,Gym,Premium,True,0
154,Built-in Wardrobes,Basic,True,3636
154,Terrace,Premium,False,0
154,Basketball Court,Premium,False,0
154,Garden,Premium,False,921
154,Balcony,Luxury,True,3255
155,Tennis Court,Luxury,False,0
155,Terrace,Basic,True,37
155,Concierge,Premium,True,1583
155,Garden,Luxury,True,0
155,Central AC,Premium,True,0
155,Balcony,Premium,False,896
155,Children's Playground,Basic,False,0
155,Parking,Premium,True,198
156,24/7 Maintenance,Premium,True,0
156,Garden,Premium,True,0
156,Balcony,Luxury,True,0
156,Modern Kitchen,Basic,True,0
156,Study Room,Premium,False,2070
156,Pet Friendly,Basic,True,0
156,Built-in Wardrobes,Luxury,False,327
156,Maid's Room,Luxury,True,0
157,Parking,Basic,False,194
157,Concierge,Basic,True,0
157,Pet Friendly,Luxury,True,0
157,Study Room,Luxury,True,0
158,Central AC,Luxury,True,3798
158,Concierge,Luxury,False,2892
158,Modern Kitchen,Premium,False,0
159,Security,Basic,False,35
159,Pet Friendly,Premium,True,3223
159,Built-in Wardrobes,Basic,False,0
160,Maid's Room,Luxury,False,0
160,Terrace,Basic,False,776
160,Tennis Court,Basic,False,1908
160,Built-in Wardrobes,Basic,False,758
160,Parking,Basic,True,0
160,Central AC,Premium,False,0
160,Spa,Luxury,False,0
161,Maid's Room,Luxury,True,0
161,Security,Basic,False,0
161,Balcony,Basic,False,0
161,Pet Friendly,Luxury,True,0
161,Modern Kitchen,Premium,False,1113
162,Study Room,Premium,False,3602
162,BBQ Area,Luxury,True,0
162,Terrace,Luxury,True,852
163,Balcony,Luxury,False,0
163,Study Room,Basic,False,2156
163,Terrace,Basic,False,2148
163,Furnished,Basic,True,187
163,Concierge,Premium,False,860
163,Garden,Premium,True,0
163,Modern Kitchen,Premium,False,2399
163,Parking,Luxury,False,0
164,BBQ Area,Premium,False,3224
164,Tennis Court,Premium,True,0
164,Balcony,Premium,True,0
164,Children's Playground,Basic,True,0
165,Spa,Premium,False,0
165,Walk-in Closet,Luxury,False,0
165,Concierge,Basic,False,3482
165,Gym,Luxury,False,1453
165,Maid's Room,Luxury,False,2537
165,Parking,Luxury,True,4052
165,Security,Premium,True,0
166,Central AC,Luxury,True,0
166,24/7 Maintenance,Basic,False,0
166,Security,Luxury,False,0
166,Garden,Premium,True,0
166,Parking,Premium,True,0
166,Balcony,Premium,False,2315
166,Gym,Luxury,True,0
167,Walk-in Closet,Premium,True,1853
167,Pet Friendly,Premium,False,2649
167,Security,Premium,False,0
167,Modern Kitchen,Luxury,True,0
167,Parking,Luxury,False,3745
168,Security,Basic,True,2980
168,Driver's Room,Basic,True,0
168,Walk-in Closet,Luxury,False,0
168,Built-in Wardrobes,Premium,True,0
168,Spa,Premium,False,4380
169,Tennis Court,Basic,True,0
169,Driver's Room,Premium,False,0
169,Built-in Wardrobes,Premium,False,0
169,Parking,Luxury,True,4654
169,Maid's Room,Luxury,True,0
169,Garden,Premium,True,423
169,Pet Friendly,Luxury,False,0
169,Furnished,Luxury,True,0
170,Parking,Premium,True,0
170,Furnished,Luxury,True,1049
170,Study Room,Luxury,False,0
170,Spa,Luxury,True,3572
170,Children's Playground,Luxury,False,0
170,Walk-in Closet,Luxury,True,0
170,Security,Basic,False,3126
170,24/7 Maintenance,Premium,False,0
171,Security,Premium,True,0
171,Modern Kitchen,Luxury,True,0
171,Study Room,Basic,False,4915
171,Swimming Pool,Basic,False,0
171,Pet Friendly,Premium,True,0
172,Swimming Pool,Luxury,False,0
172,Tennis Court,Luxury,False,1642
172,Maid's Room,Basic,False,0
172,Central AC,Basic,False,0
172,Concierge,Luxury,False,944
173,Walk-in Closet,Luxury,True,0
173,Swimming Pool,Basic,False,2575
173,BBQ Area,Basic,False,0
173,Study Room,Basic,True,0
173,Children's Playground,Luxury,False,1109
173,Garden,Luxury,True,1893
173,Furnished,Basic,False,3701
174,Spa,Basic,True,738
174,Pet Friendly,Premium,True,0
174,Study Room,Premium,False,3055
174,Children's Playground,Basic,True,0
174,Tennis Court,Luxury,False,2001
174,Terrace,Luxury,True,0
174,Walk-in Closet,Basic,False,3199
174,Built-in Wardrobes,Luxury,True,0
175,Balcony,Basic,False,2460
175,Concierge,Premium,True,0
175,Built-in Wardrobes,Basic,True,4051
175,Modern Kitchen,Basic,True,0
175,Swimming Pool,Luxury,True,0
175,Pet Friendly,Luxury,False,0
175,Children's Playground,Basic,True,0
175,Maid's Room,Luxury,False,4429
176,Swimming Pool,Basic,True,0
176,Concierge,Basic,False,0
176,Study Room,Basic,True,0
176,Garden,Luxury,True,0
176,Tennis Court,Premium,True,0
176,Central AC,Basic,False,0
176,Furnished,Luxury,False,997
176,Gym,Premium,True,0
177,Security,Luxury,False,0
177,Basketball Court,Luxury,True,0
177,BBQ Area,Basic,True,0
177,Driver's Room,Luxury,True,3062
177,Swimming Pool,Premium,True,0
177,24/7 Maintenance,Luxury,False,4155
177,Spa,Luxury,True,953
177,Parking,Premium,False,0
178,Spa,Luxury,True,0
178,Walk-in Closet,Luxury,False,0
178,Pet Friendly,Basic,True,4149
179,Driver's Room,Basic,False,2111
179,Garden,Premium,False,0
179,Built-in Wardrobes,Basic,False,0
179,Terrace,Luxury,True,4167
179,Pet Friendly,Premium,False,0
180,Built-in Wardrobes,Luxury,False,1046
180,Maid's Room,Basic,False,4480
180,Basketball Court,Luxury,False,3909
180,Security,Basic,True,0
181,Central AC,Premium,False,0
181,Concierge,Premium,True,3603
181,24/7 Maintenance,Basic,True,850
182,Parking,Luxury,True,3766
182,Modern Kitchen,Luxury,False,3035
182,Balcony,Basic,False,0
182,Children's Playground,Premium,True,0
182,Built-in Wardrobes,Basic,True,0
182,Concierge,Basic,True,4685
183,Built-in Wardrobes,Luxury,False,3973
183,Security,Luxury,False,124
183,Modern Kitchen,Premium,True,0
183,Garden,Basic,True,0
184,Modern Kitchen,Luxury,True,4306
184,Pet Friendly,Basic,True,4753
184,Maid's Room,Luxury,False,3277
184,BBQ Area,Basic,True,3819
184,Garden,Basic,True,0
184,Children's Playground,Luxury,True,1992
184,Concierge,Premium,True,0
184,Driver's Room,Basic,False,0
185,Terrace,Premium,True,0
185,Children's Playground,Basic,True,0
185,BBQ Area,Premium,True,0
185,Study Room,Luxury,True,0
186,Study Room,Basic,False,0
186,Maid's Room,Premium,False,0
186,Furnished,Premium,False,0
187,24/7 Maintenance,Basic,False,1964
187,Gym,Basic,False,4777
187,Pet Friendly,Premium,True,564
187,Concierge,Premium,True,4340
187,Modern Kitchen,Luxury,False,4275
188,Parking,Luxury,True,0
188,Security,Basic,True,0
188,BBQ Area,Premium,False,0
188,24/7 Maintenance,Premium,True,4259
188,Central AC,Basic,False,0
188,Maid's Room,Premium,True,3855
188,Built-in Wardrobes,Basic,False,0
188,Gym,Premium,False,80
189,Security,Luxury,True,0
189,Terrace,Premium,False,4742
189,Tennis Court,Basic,True,2669
189,Study Room,Basic,True,830
189,Pet Friendly,Basic,False,0
190,Furnished,Luxury,False,3886
190,Walk-in Closet,Basic,True,0
190,Parking,Basic,True,0
190,Driver's Room,Basic,True,2077
190,Swimming Pool,Luxury,False,0
191,Spa,Premium,False,3801
191,Central AC,Basic,False,2179
191,Balcony,Luxury,True,0
191,Pet Friendly,Premium,False,0
191,BBQ Area,Premium,False,0
191,Concierge,Premium,True,0
191,Security,Premium,True,2759
191,24/7 Maintenance,Basic,True,2759
192,Swimming Pool,Premium,True,2109
192,Walk-in Closet,Basic,True,2563
192,Parking,Basic,False,4890
192,Modern Kitchen,Luxury,True,863
192,BBQ Area,Premium,True,3433
192,24/7 Maintenance,Luxury,False,0
192,Pet Friendly,Premium,False,0
192,Children's Playground,Basic,False,4971
193,Concierge,Basic,False,3639
193,Driver's Room,Luxury,True,1492
193,Security,Basic,True,0
193,Tennis Court,Premium,False,774
193,Children's Playground,Basic,False,209
193,Gym,Premium,False,0
193,Modern Kitchen,Luxury,True,0
193,Terrace,Luxury,False,4774
194,Modern Kitchen,Luxury,True,0
194,Gym,Basic,True,3175
194,Security,Luxury,True,1620
194,Walk-in Closet,Basic,True,1864
195,Swimming Pool,Premium,False,0
195,Children's Playground,Premium,False,0
195,Modern Kitchen,Premium,True,0
196,Basketball Court,Basic,False,0
196,Parking,Luxury,False,0
196,Central AC,Luxury,False,0
196,Swimming Pool,Basic,False,0
196,Children's Playground,Luxury,False,1952
196,Garden,Premium,False,0
197,Spa,Basic,False,3118
197,Walk-in Closet,Premium,False,0
197,Study Room,Basic,False,0
197,Balcony,Premium,True,0
197,Parking,Luxury,True,0
198,Study Room,Premium,False,4953
198,Concierge,Luxury,False,0
198,BBQ Area,Premium,True,0
198,Maid's Room,Basic,True,0
198,Basketball Court,Luxury,True,1663
198,Spa,Basic,True,3578
198,Modern Kitchen,Premium,False,0
198,Central AC,Premium,True,0
199,Central AC,Premium,True,0
199,Tennis Court,Basic,True,0
199,Study Room,Luxury,False,0
199,Swimming Pool,Luxury,True,4971
200,Terrace,Luxury,True,3193
200,Driver's Room,Luxury,True,0
200,Garden,Premium,True,2898
200,24/7 Maintenance,Premium,False,0
200,Central AC,Basic,False,0
200,Parking,Luxury,False,0
200,Spa,Premium,True,2081
200,Swimming Pool,Basic,True,0
201,Built-in Wardrobes,Premium,False,3487
201,24/7 Maintenance,Luxury,True,0
201,Basketball Court,Luxury,True,3002
201,Security,Basic,False,0
201,Spa,Premium,True,0
201,Children's Playground,Luxury,True,664
202,Central AC,Basic,False,0
202,Terrace,Basic,True,0
202,Concierge,Premium,False,309
203,Security,Luxury,True,0
203,Swimming Pool,Basic,True,0
203,Built-in Wardrobes,Premium,False,0
203,Terrace,Basic,True,0
203,Tennis Court,Basic,True,4967
203,Parking,Basic,False,3457
204,Spa,Premium,True,1659
204,Swimming Pool,Basic,False,4924
204,Modern Kitchen,Luxury,False,1098
204,BBQ Area,Luxury,True,0
204,Driver's Room,Basic,True,0
205,Gym,Luxury,True,4186
205,Built-in Wardrobes,Premium,True,4921
205,Maid's Room,Premium,False,0
205,Pet Friendly,Luxury,True,4484
206,Driver's Room,Basic,False,1494
206,Gym,Basic,False,0
206,Study Room,Luxury,False,0
206,Balcony,Luxury,False,3790
206,Parking,Premium,False,0
206,Garden,Basic,True,0
206,Maid's Room,Luxury,False,0
206,Pet Friendly,Basic,False,1508
207,Terrace,Premium,False,0
207,24/7 Maintenance,Luxury,True,1681
207,Garden,Premium,False,0
207,Spa,Premium,True,4149
207,Driver's Room,Premium,True,0
208,Security,Luxury,False,0
208,Central AC,Luxury,False,1866
208,Walk-in Closet,Basic,True,1264
209,Study Room,Luxury,True,1469
209,Walk-in Closet,Luxury,False,0
209,Central AC,Luxury,True,0
209,24/7 Maintenance,Basic,True,0
209,Spa,Premium,True,0
209,Parking,Basic,True,3682
210,BBQ Area,Luxury,False,0
210,Built-in Wardrobes,Basic,False,0
210,Driver's Room,Luxury,False,321
211,Security,Premium,False,671
211,Swimming Pool,Basic,True,0
211,Garden,Luxury,True,0
211,BBQ Area,Basic,True,0
211,Maid's Room,Luxury,True,0
211,Built-in Wardrobes,Premium,False,0
211,Central AC,Premium,True,0
212,Built-in Wardrobes,Basic,True,3117
212,Spa,Luxury,False,2501
212,Walk-in Closet,Premium,False,0
212,Central AC,Premium,True,1475
212,Maid's Room,Premium,False,0
212,Tennis Court,Premium,False,3251
212,Study Room,Premium,True,0
213,Modern Kitchen,Basic,True,0
213,Terrace,Luxury,True,0
213,Balcony,Basic,True,0
213,BBQ Area,Basic,False,3908
214,Pet Friendly,Premium,False,864
214,Balcony,Basic,False,0
214,Maid's Room,Premium,True,0
214,Parking,Premium,True,0
214,Spa,Luxury,False,0
215,Basketball Court,Basic,True,2774
215,Terrace,Luxury,False,3479
215,Balcony,Basic,True,0
215,Parking,Premium,False,1843
215,Modern Kitchen,Premium,True,2410
215,Walk-in Closet,Luxury,True,0
215,Security,Premium,True,1738
215,Children's Playground,Premium,False,4620
216,Modern Kitchen,Luxury,True,0
216,BBQ Area,Luxury,False,3747
216,Furnished,Premium,False,4681
216,Swimming Pool,Premium,True,0
216,Gym,Luxury,True,0
217,Security,Basic,False,980
217,Modern Kitchen,Basic,False,0
217,Tennis Court,Basic,False,1441
217,Basketball Court,Luxury,True,0
217,Built-in Wardrobes,Premium,True,0
217,Terrace,Luxury,False,2155
217,24/7 Maintenance,Premium,False,965
217,Central AC,Premium,False,3183
218,Pet Friendly,Luxury,False,0
218,Built-in Wardrobes,Premium,False,2018
218,Gym,Premium,True,0
218,Parking,Premium,False,3328
218,Swimming Pool,Luxury,False,0
218,Study Room,Luxury,False,0
219,Garden,Luxury,False,0
219,Gym,Basic,True,2762
219,Tennis Court,Luxury,False,1508
220,Central AC,Premium,False,2142
220,Tennis Court,Basic,False,0
220,Walk-in Closet,Basic,False,0
220,Terrace,Premium,False,0
220,24/7 Maintenance,Luxury,True,0
221,Maid's Room,Luxury,False,3651
221,Concierge,Luxury,True,1028
221,Tennis Court,Premium,False,2573
221,BBQ Area,Basic,False,0
221,Spa,Luxury,False,4575
221,Garden,Basic,False,0
221,Parking,Basic,False,0
222,Tennis Court,Luxury,False,1666
222,BBQ Area,Luxury,True,0
222,Furnished,Basic,True,0
222,Study Room,Basic,False,2298
223,BBQ Area,Premium,True,1077
223,Balcony,Basic,True,0
223,Spa,Luxury,False,0
223,Swimming Pool,Premium,True,482
224,Basketball Court,Luxury,True,0
224,Pet Friendly,Premium,False,1149
224,24/7 Maintenance,Basic,False,0
224,Modern Kitchen,Basic,False,1656
224,Concierge,Luxury,True,0
225,Basketball Court,Luxury,False,0
225,Garden,Basic,False,0
225,Terrace,Basic,True,0
225,Swimming Pool,Basic,False,1045
225,24/7 Maintenance,Luxury,False,0
226,Children's Playground,Premium,False,0
226,Driver's Room,Basic,True,0
226,Garden,Premium,False,3833
226,Central AC,Basic,True,268
226,Study Room,Luxury,True,0
226,Balcony,Luxury,True,2983
226,Terrace,Luxury,True,0
226,24/7 Maintenance,Premium,True,3939
227,Study Room,Basic,False,0
227,Terrace,Premium,True,0
227,Built-in Wardrobes,Luxury,True,4201
228,Central AC,Premium,True,0
228,Pet Friendly,Basic,False,0
228,Spa,Luxury,False,2296
228,Driver's Room,Basic,False,3888
228,Balcony,Premium,True,903
228,Children's Playground,Premium,True,0
228,Basketball Court,Premium,True,0
228,Furnished,Luxury,True,0
229,Built-in Wardrobes,Luxury,True,0
229,Walk-in Closet,Basic,False,0
229,BBQ Area,Premium,True,0
229,Garden,Basic,True,4272
229,Gym,Luxury,False,260
229,Maid's Room,Basic,True,0
229,Tennis Court,Premium,False,0
229,Furnished,Basic,False,827
230,Balcony,Premium,False,0
230,Garden,Premium,False,299
230,Gym,Premium,True,0
230,Furnished,Premium,False,0
231,Gym,Basic,False,4402
231,Central AC,Premium,False,276
231,Balcony,Basic,False,693
231,Built-in Wardrobes,Premium,True,253
231,Pet Friendly,Premium,False,0
231,Furnished,Premium,False,553
231,Swimming Pool,Basic,True,62
232,Furnished,Luxury,False,0
232,Study Room,Basic,False,0
232,Terrace,Luxury,True,3107
233,BBQ Area,Luxury,True,3203
233,Study Room,Luxury,False,1125
233,Gym,Luxury,True,0
233,Basketball Court,Premium,False,4940
233,Terrace,Luxury,True,0
233,Pet Friendly,Basic,True,0
233,Tennis Court,Luxury,True,0
234,Spa,Luxury,True,2756
234,Swimming Pool,Luxury,True,0
234,Security,Basic,True,0
234,Parking,Basic,True,1247
234,Walk-in Closet,Premium,True,3126
234,Central AC,Basic,True,0
234,Modern Kitchen,Luxury,True,0
235,Basketball Court,Premium,False,2544
235,Driver's Room,Luxury,True,4729
235,Terrace,Basic,True,314
235,Parking,Basic,False,1033
235,Pet Friendly,Basic,False,4218
235,Walk-in Closet,Basic,True,0
236,BBQ Area,Luxury,True,0
236,Central AC,Premium,True,0
236,Gym,Basic,True,246
237,Built-in Wardrobes,Basic,True,2642
237,Balcony,Luxury,True,1254
237,Basketball Court,Basic,False,3068
237,Pet Friendly,Luxury,False,4134
237,Tennis Court,Basic,False,0
237,BBQ Area,Premium,True,0
237,Terrace,Luxury,False,0
237,Maid's Room,Premium,False,1254
238,Security,Premium,False,0
238,Tennis Court,Luxury,False,0
238,Terrace,Premium,True,475
238,Modern Kitchen,Luxury,False,866
238,Children's Playground,Basic,True,1994
239,Garden,Basic,True,3838
239,24/7 Maintenance,Basic,False,0
239,Built-in Wardrobes,Luxury,False,0
239,Driver's Room,Basic,False,3251
239,Parking,Basic,False,97
240,Central AC,Luxury,True,3856
240,Balcony,Basic,False,3572
240,Concierge,Basic,False,0
240,Maid's Room,Basic,False,1996
241,24/7 Maintenance,Luxury,False,0
241,Spa,Premium,False,4339
241,Garden,Basic,True,2141
241,Built-in Wardrobes,Basic,True,0
242,Pet Friendly,Basic,False,0
242,Tennis Court,Luxury,True,2749
242,Maid's Room,Basic,True,0
242,Terrace,Luxury,True,0
242,Swimming Pool,Basic,True,3569
243,Study Room,Luxury,True,0
243,BBQ Area,Premium,False,0
243,Maid's Room,Premium,True,3118
244,Walk-in Closet,Basic,True,322
244,Garden,Basic,False,952
244,24/7 Maintenance,Basic,False,4623
244,Basketball Court,Basic,True,0
244,Gym,Basic,True,662
244,Concierge,Basic,True,1922
244,Security,Premium,False,653
244,Parking,Basic,True,0
245,Driver's Room,Basic,True,2085
245,BBQ Area,Basic,True,0
245,Children's Playground,Luxury,True,3034
246,Balcony,Basic,False,0
246,Walk-in Closet,Premium,True,3355
246,Security,Basic,True,4895
246,Basketball Court,Premium,False,0
246,Built-in Wardrobes,Basic,False,542
246,Tennis Court,Basic,False,29
247,Children's Playground,Basic,True,231
247,Driver's Room,Basic,False,0
247,Garden,Premium,False,0
247,Concierge,Premium,True,0
247,Gym,Luxury,True,2436
248,Tennis Court,Premium,False,0
248,Maid's Room,Basic,False,0
248,Study Room,Premium,False,231
248,Gym,Premium,True,0
248,Driver's Room,Premium,False,2784
249,Maid's Room,Premium,True,2840
249,Garden,Luxury,True,4536
249,Gym,Luxury,True,0
250,Maid's Room,Premium,True,2288
250,Terrace,Basic,True,422
250,Tennis Court,Premium,True,0
250,Walk-in Closet,Basic,True,2005
